seq.write.file 44.215093
seq.read.file 27.135922
rand.read.file 0.578299
rand.write.file 265.684585
seq_after_randw.read.file 27.370576
seq.write.freebs 43.16122
seq.read.freebs 27.285704
rand.write.freebs 1.193074
seq_after_randw.read.freebs 60.914325
