write.freebs.write      7264.2
write.local.write       20838
read.freebs.read        21760
read.local.read         135967
randr.freebs.read       2341.8
randr.local.read        1335.2
randw.freebs.write      507.6
randw.local.write       104.6
iometer.freebs.write    815.1
iometer.local.write     368.6
iometer.freebs.read     3230.6
iometer.local.read      1472.4
