write.freebs.write      19.77    
write.local.write       5.91   
read.freebs.read        169.93    
read.local.read         28.81    
randr.freebs.read       203.84    
randr.local.read        373.23
randw.freebs.write      162.82
randw.local.write       1462.72
iometer.freebs.write    48321.61
iometer.local.write     92085.50
iometer.freebs.read     48501.78
iometer.local.read      93373.24
kernel.freebs.result    17.5
kernel.local.result     9.5
